1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999991 0.99999961 0.99999852 0.99999465 0.99998133 0.99993723 0.99979717 0.99937211 0.99814441 0.99478618 0.98613684 0.96531232 0.91887255 0.82412274 0.65034119 0.37162021 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999999 0.99999996 0.99999981 0.99999917 0.99999698 0.99998957 0.99996535 0.99988945 0.99966229 0.99901567 0.99727355 0.99285659 0.98238986 0.95940016 0.913071 0.82849296 0.69080166 0.49458825 0.25407991 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999998 0.99999993 0.99999973 0.99999896 0.99999629 0.99998746 0.99995976 0.9998762 0.99963571 0.9989783 0.99727969 0.99315407 0.98379475 0.96410996 0.92605621 0.85910611 0.75306482 0.60345925 0.41676472 0.20976569 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999998 0.99999992 0.99999971 0.99999895 0.99999637 0.99998805 0.99996245 0.99988733 0.99967662 0.99911518 0.99770027 0.9943446 0.98689745 0.97152983 0.94225056 0.89113734 0.810016 0.69377905 0.54400831 0.37000164 0.18506903 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999998 0.99999993 0.99999974 0.99999908 0.99999691 0.99999003 0.99996922 0.99990909 0.99974335 0.9993086 0.99822836 0.99569727 0.99013246 0.97871446 0.9569778 0.91881772 0.85740779 0.76728231 0.64701689 0.50091608 0.33803854 0.16859901 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999998 0.99999994 0.99999979 0.99999928 0.99999761 0.9999924 0.99997683 0.99993229 0.99981074 0.99949481 0.99871535 0.99689742 0.99290716 0.98470283 0.96897892 0.94103014 0.89517996 0.82604572 0.7304819 0.60935742 0.4679486 0.31432871 0.15651749 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999999 0.99999996 0.99999984 0.99999947 0.99999827 0.99999456 0.99998357 0.99995235 0.99986761 0.99964822 0.99910817 0.99784831 0.99507394 0.98933071 0.97820162 0.95810118 0.92440263 0.87214679 0.79737664 0.69870644 0.57832084 0.44166033 0.29576592 0.14711836 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999999 0.99999997 0.99999989 0.99999963 0.99999881 0.99999629 0.99998887 0.99996788 0.99991102 0.99976393 0.99940138 0.99855259 0.99667146 0.99273925 0.98501571 0.97081425 0.94645697 0.90761188 0.85014063 0.7713324 0.6710569 0.55220253 0.42002962 0.28067405 0.13950777 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.99999999 0.99999998 0.99999993 0.99999976 0.99999922 0.99999757 0.99999273 0.99997908 0.99994209 0.99984622 0.99960907 0.99905059 0.99780234 0.99516285 0.98990015 0.98003947 0.96273234 0.93435824 0.89100471 0.82934473 0.74769018 0.64677555 0.52982779 0.40179581 0.26805895 0.13316423 0 
