1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00002 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00002 0.999977 0.99984 0.999419 0.998195 0.994843 0.986212 0.965436 0.919111 0.824581 0.651088 0.372453 0 
1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00003 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00004 1.00005 1.00005 1.00005 1.00005 1.00005 1.00006 1.00006 1.00006 1.00006 1.00004 0.999965 0.999743 0.999103 0.997368 0.992963 0.982519 0.959575 0.913333 0.828891 0.691348 0.495185 0.254491 0 
1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00005 1.00006 1.00006 1.00006 1.00006 1.00006 1.00006 1.00006 1.00007 1.00007 1.00007 1.00007 1.00007 1.00008 1.00008 1.00008 1.00009 1.00008 1.00006 0.999982 0.999749 0.9991 0.997411 0.9933 0.983962 0.964315 0.926325 0.859465 0.753522 0.60397 0.417217 0.210028 0 
1.00006 1.00006 1.00006 1.00006 1.00006 1.00006 1.00006 1.00006 1.00006 1.00007 1.00007 1.00007 1.00007 1.00007 1.00007 1.00007 1.00007 1.00007 1.00007 1.00007 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00009 1.00009 1.00009 1.0001 1.0001 1.0001 1.00011 1.00011 1.00011 1.00009 1.00002 0.999818 0.999266 0.997863 0.994523 0.987096 0.97176 0.942529 0.891482 0.810435 0.694252 0.544475 0.370374 0.185272 0 
1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00008 1.00009 1.00009 1.00009 1.00009 1.00009 1.00009 1.00009 1.0001 1.0001 1.0001 1.0001 1.00011 1.00011 1.00011 1.00012 1.00012 1.00012 1.00013 1.00013 1.00013 1.00012 1.00007 0.99991 0.999486 0.998418 0.995903 0.990358 0.978967 0.957269 0.919161 0.857811 0.767738 0.647491 0.501351 0.338368 0.168774 0 
1.00009 1.00009 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.0001 1.00011 1.00011 1.00011 1.00011 1.00011 1.00012 1.00012 1.00012 1.00012 1.00013 1.00013 1.00013 1.00014 1.00014 1.00015 1.00015 1.00015 1.00015 1.00011 0.999999 0.999695 0.998929 0.997126 0.993155 0.984976 0.969285 0.941378 0.895579 0.826494 0.730961 0.60983 0.468363 0.314633 0.156677 0 
1.00011 1.00011 1.00011 1.00011 1.00011 1.00011 1.00011 1.00011 1.00011 1.00011 1.00012 1.00012 1.00012 1.00012 1.00012 1.00012 1.00012 1.00013 1.00013 1.00013 1.00013 1.00013 1.00014 1.00014 1.00014 1.00015 1.00015 1.00016 1.00016 1.00017 1.00017 1.00018 1.00017 1.00015 1.00008 0.999869 0.999342 0.998098 0.995342 0.989622 0.978522 0.958458 0.924803 0.872593 0.797861 0.699204 0.578793 0.442062 0.296056 0.147269 0 
1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00013 1.00014 1.00014 1.00014 1.00014 1.00014 1.00015 1.00015 1.00015 1.00015 1.00016 1.00016 1.00016 1.00017 1.00017 1.00018 1.00019 1.00019 1.0002 1.0002 1.00018 1.00014 1 0.999654 0.998821 0.996958 0.993047 0.98535 0.971181 0.946863 0.90806 0.850628 0.771846 0.67157 0.552677 0.420425 0.280956 0.139653 0 
1.00014 1.00014 1.00014 1.00014 1.00014 1.00014 1.00014 1.00015 1.00015 1.00015 1.00015 1.00015 1.00015 1.00015 1.00015 1.00016 1.00016 1.00016 1.00016 1.00017 1.00017 1.00017 1.00018 1.00018 1.00019 1.00019 1.0002 1.0002 1.00021 1.00021 1.00022 1.00021 1.00019 1.0001 0.999878 0.999335 0.998105 0.995486 0.990248 0.980417 0.963145 0.93481 0.891496 0.829869 0.74823 0.647302 0.530305 0.402188 0.268336 0.133307 0 
1.00016 1.00016 1.00016 1.00016 1.00016 1.00016 1.00016 1.00016 1.00016 1.00016 1.00016 1.00017 1.00017 1.00017 1.00017 1.00017 1.00018 1.00018 1.00018 1.00019 1.00019 1.00019 1.0002 1.0002 1.00021 1.00021 1.00022 1.00022 1.00023 1.00024 1.00024 1.00022 1.00017 1.00004 0.999691 0.998895 0.997175 0.993674 0.98697 0.974913 0.95459 0.922543 0.875331 0.810361 0.726747 0.625795 0.510852 0.386522 0.257563 0.1279 0 
1.00017 1.00017 1.00017 1.00017 1.00018 1.00018 1.00018 1.00018 1.00018 1.00018 1.00018 1.00018 1.00018 1.00019 1.00019 1.00019 1.00019 1.0002 1.0002 1.0002 1.00021 1.00021 1.00022 1.00022 1.00023 1.00023 1.00024 1.00025 1.00025 1.00026 1.00025 1.00023 1.00014 0.99993 0.999427 0.998318 0.996019 0.991525 0.983252 0.968935 0.945673 0.910245 0.859694 0.792079 0.707142 0.606572 0.493723 0.372856 0.24821 0.123214 0 
1.00019 1.00019 1.00019 1.00019 1.00019 1.00019 1.00019 1.00019 1.0002 1.0002 1.0002 1.0002 1.0002 1.0002 1.00021 1.00021 1.00021 1.00022 1.00022 1.00022 1.00023 1.00023 1.00024 1.00024 1.00025 1.00025 1.00026 1.00027 1.00027 1.00028 1.00026 1.00022 1.00009 0.999778 0.999077 0.997593 0.994631 0.989051 0.979141 0.962572 0.936524 0.898048 0.844653 0.774955 0.68918 0.589258 0.478479 0.360784 0.23998 0.119096 0 
1.00021 1.00021 1.00021 1.00021 1.00021 1.00021 1.00021 1.00021 1.00021 1.00021 1.00021 1.00022 1.00022 1.00022 1.00022 1.00023 1.00023 1.00023 1.00024 1.00024 1.00025 1.00025 1.00026 1.00026 1.00027 1.00028 1.00028 1.00029 1.00029 1.00029 1.00027 1.00019 1.00001 0.999573 0.998632 0.996712 0.993011 0.986271 0.974685 0.95591 0.927248 0.886044 0.830236 0.758911 0.672657 0.573555 0.464789 0.350009 0.232657 0.115435 0 
1.00022 1.00022 1.00022 1.00022 1.00022 1.00022 1.00023 1.00023 1.00023 1.00023 1.00023 1.00023 1.00024 1.00024 1.00024 1.00024 1.00025 1.00025 1.00026 1.00026 1.00026 1.00027 1.00028 1.00028 1.00029 1.0003 1.0003 1.00031 1.00031 1.0003 1.00026 1.00016 0.999892 0.999306 0.998083 0.995668 0.991163 0.983207 0.969934 0.949023 0.91793 0.874295 0.816447 0.743861 0.6574 0.559224 0.452396 0.340304 0.226078 0.11215 0 
1.00024 1.00024 1.00024 1.00024 1.00024 1.00024 1.00024 1.00024 1.00024 1.00025 1.00025 1.00025 1.00025 1.00026 1.00026 1.00026 1.00027 1.00027 1.00027 1.00028 1.00028 1.00029 1.0003 1.0003 1.00031 1.00032 1.00033 1.00033 1.00033 1.00031 1.00025 1.0001 0.999738 0.998972 0.997424 0.994462 0.989095 0.979887 0.964935 0.941974 0.908635 0.862843 0.803273 0.729722 0.643257 0.546073 0.441103 0.331498 0.220121 0.109177 0 
